# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.1
#@/tick	10093
#@/user_id	a8b00f8d-da25-48f6-bb68-71052c2c8d80
da huan jing 	大環境	c=2 d=0.00121259 t=10093
da jia 	大家	c=1 d=0.0911727 t=10093
da jian 	搭建	c=1 d=1.71893e-20 t=10093
da jie 	大街	c=0 d=4.02798e-10 t=10093
da jie shang 	大街上	c=2 d=0.000614323 t=10093
da kuo hao 	大括號	c=2 d=0.852719 t=10093
da lian 	大連	c=2 d=0.000127585 t=10093
da lu 	大陸	c=4 d=1.08339 t=10093
da luan 	大亂	c=0 d=0.0226502 t=10093
da luan dou 	大亂鬥	c=1 d=0.227638 t=10093
da ma 	打罵	c=1 d=8.27804e-13 t=10093
da ming 	大明	c=4 d=0.443241 t=10093
da qing 	大慶	c=3 d=5.49373e-10 t=10093
da qing 	大清	c=1 d=4.05865e-10 t=10093
da qu 	打去	c=1 d=2.3473e-09 t=10093
da ren 	大人	c=1 d=6.69728e-20 t=10093
da shang 	打上	c=1 d=2.58923e-16 t=10093
da shi 	大事	c=5 d=8.08904e-06 t=10093
da shi hua xiao 	大事化小	c=1 d=8.12959e-06 t=10093
da shu 	大叔	c=1 d=6.84211e-07 t=10093
da xing 	大型	c=1 d=5.13382e-10 t=10093
da xue 	大學	c=8 d=0.774916 t=10093
da yi 	大意	c=2 d=7.15703e-07 t=10093
da yi 	打一	c=0 d=1.18999e-18 t=10093
da yi kai shi 	打一開始	c=1 d=1.19596e-17 t=10093
da yin 	打印	c=1 d=1.91782e-14 t=10093
da yu 	大於	c=1 d=4.32078e-11 t=10093
da yue 	大約	c=1 d=1.23112e-05 t=10093
da za 	打雜	c=1 d=4.51889e-09 t=10093
da zai 	搭載	c=1 d=0.0169075 t=10093
da zhan 	大戰	c=1 d=1.01563e-06 t=10093
da zhi 	大致	c=2 d=2.80464e-08 t=10093
da zi 	打字	c=1 d=1.32196e-19 t=10093
da zuo 	大作	c=0 d=5.34607e-17 t=10093
da zuo zhan 	大作站	c=1 d=5.37287e-16 t=10093
dai 	帶	c=3 d=5.28221e-08 t=10093
dai 	待	c=1 d=0.000415927 t=10093
dai biao 	代表	c=3 d=4.86563e-05 t=10093
dai jia 	代價	c=2 d=3.37259e-08 t=10093
dai lai 	帶來	c=2 d=9.00631e-05 t=10093
dai le 	待了	c=1 d=0.000236397 t=10093
dai li 	代理	c=2 d=1.23524e-14 t=10093
dai ling 	帶領	c=1 d=2.10315e-11 t=10093
dai ma 	代碼	c=1 d=0.22313 t=10093
dai zai 	待在	c=1 d=1.034e-11 t=10093
dan 	但	c=18 d=0.26555 t=10093
dan che 	單車	c=2 d=1.10481e-17 t=10093
dan chen 	誕辰	c=0 d=5.89106e-12 t=10093
dan chen ri 	誕辰日	c=1 d=5.92059e-11 t=10093
dan chu 	淡出	c=1 d=8.29382e-06 t=10093
dan du 	單獨	c=1 d=1.89287e-07 t=10093
dan ren 	單人	c=1 d=3.42706e-20 t=10093
dan shen 	單身	c=1 d=0.000158461 t=10093
dan shi 	但是	c=10 d=0.873716 t=10093
dan wei 	單位	c=1 d=1.54975e-07 t=10093
dan yue 	單月	c=1 d=4.4439e-18 t=10093
dan zhi chi 	但支持	c=1 d=8.9413e-08 t=10093
dan zui zhong 	但最終	c=1 d=3.98099e-18 t=10093
dang 	當	c=7 d=1.56759e-05 t=10093
dang 	黨	c=3 d=1.75645e-10 t=10093
dang chu 	當初	c=3 d=4.62336e-10 t=10093
dang dai 	當代	c=1 d=6.86449e-16 t=10093
dang di 	當地	c=1 d=0.0550232 t=10093
dang guo 	當過	c=1 d=0.232236 t=10093
dang jia 	當家	c=1 d=1.22244e-10 t=10093
dang ju 	當局	c=1 d=9.01551e-17 t=10093
dang nei chu xuan 	黨內初選	c=1 d=0.000528747 t=10093
dang ni 	當你	c=1 d=8.65906e-13 t=10093
dang nian 	當年	c=2 d=5.35192e-14 t=10093
dang qi 	黨旗	c=1 d=8.61441e-11 t=10093
dang qian 	當前	c=3 d=0.0492917 t=10093
dang quan 	當權	c=0 d=5.53555e-15 t=10093
dang quan zhi hou 	當權之後	c=1 d=5.5633e-14 t=10093
dang ran 	當然	c=8 d=0.000229421 t=10093
dang shang 	當上	c=1 d=1.90793e-12 t=10093
dang shi 	當時	c=3 d=2.14531e-09 t=10093
dang zhang 	黨章	c=1 d=2.42505e-10 t=10093
dang zheng jun 	黨政軍	c=1 d=3.30637e-10 t=10093
dang zhu 	擋住	c=1 d=2.12573e-19 t=10093
dang zu 	黨組	c=1 d=1.26336e-15 t=10093
dang zuo 	當作	c=1 d=3.1696e-13 t=10093
dao 	到	c=30 d=0.890902 t=10093
dao 	島	c=2 d=7.16968e-20 t=10093
dao chu 	到處	c=2 d=1.89745e-06 t=10093
dao chu 	導出	c=1 d=1.90696e-06 t=10093
dao ci 	到此	c=1 d=2.27282e-12 t=10093
dao da 	到達	c=2 d=0.0397699 t=10093
dao di 	到底	c=4 d=3.2576e-08 t=10093
dao huo suo 	導火索	c=1 d=3.76475e-08 t=10093
dao lai 	到來	c=2 d=0.000135709 t=10093
dao le 	到了	c=3 d=5.15894e-08 t=10093
dao qian 	道歉	c=3 d=9.20966e-06 t=10093
dao shi 	到時	c=1 d=1.65783e-06 t=10093
dao tui 	倒退	c=1 d=9.96368e-17 t=10093
dao wo 	到我	c=1 d=0.0518189 t=10093
dao xu 	倒序	c=1 d=0.165299 t=10093
dao zhi 	導致	c=6 d=0.0121595 t=10093
de 	地	c=1 d=1.71449e-19 t=10093
de 	得	c=2 d=1.86566e-13 t=10093
de 	德	c=2 d=2.18216e-13 t=10093
de 	的	c=648 d=14.1624 t=10093
de bao 	德保	c=0 d=1.51669e-19 t=10093
de chu 	得出	c=1 d=5.39888e-14 t=10093
de dao 	得到	c=1 d=0.759572 t=10093
de guo 	德國	c=1 d=4.38384e-05 t=10093
de ren 	的人	c=1 d=3.12996e-12 t=10093
de shi hou 	的時候	c=1 d=1.97046e-09 t=10093
de wei shu 	的位數	c=1 d=0.70822 t=10093
deng 	等	c=8 d=0.028092 t=10093
deng 	鄧	c=1 d=0.369723 t=10093
deng deng 	等等	c=3 d=0.21747 t=10093
deng fen 	等分	c=1 d=0.637012 t=10093
deng ji 	登記	c=2 d=0.100761 t=10093
deng ji 	等級	c=2 d=0.101266 t=10093
deng le 	等了	c=1 d=0.00748391 t=10093
deng long 	燈籠	c=1 d=1.83881e-19 t=10093
deng lu 	登錄	c=4 d=5.01854e-14 t=10093
deng shen 	等身	c=1 d=2.94819e-14 t=10093
deng xiao ping 	鄧小平	c=3 d=4.28251e-10 t=10093
deng yu 	等於	c=2 d=2.59184e-08 t=10093
deng zhan 	燈盞	c=1 d=2.23472e-19 t=10093
di 	地	c=1 d=0.255381 t=10093
di 	底	c=1 d=0.085435 t=10093
di bu 	地步	c=2 d=1.32992e-07 t=10093
di bu 	底部	c=1 d=5.26289e-08 t=10093
di di 	弟弟	c=1 d=0.179066 t=10093
di er 	第二	c=0 d=0.00234009 t=10093
di er fen 	第二份	c=1 d=0.0235177 t=10093
di er ji 	第二季	c=1 d=2.05192e-15 t=10093
di er ji 	第二集	c=1 d=4.49558e-07 t=10093
di er shi 	第二十	c=0 d=4.42865e-08 t=10093
di er shi san ji 	第二十三季	c=1 d=4.45085e-07 t=10093
di er tian 	第二天	c=1 d=0.008271 t=10093
di fang 	地方	c=10 d=0.331947 t=10093
di ji 	低級	c=1 d=4.44465e-20 t=10093
di li 	地理	c=2 d=0.20938 t=10093
di pai 	底牌	c=1 d=2.50665e-17 t=10093
di qu 	地區	c=3 d=1.7924 t=10093
di qu de 	地區的	c=1 d=1.69541e-05 t=10093
di san ci 	第三次	c=1 d=1.00553e-06 t=10093
di si ni 	迪斯尼	c=1 d=5.09416e-07 t=10093
di su 	低俗	c=1 d=0.603506 t=10093
di tu 	地圖	c=5 d=0.68448 t=10093
di wu 	第五	c=0 d=7.95616e-18 t=10093
di wu ji 	第五集	c=1 d=7.99604e-17 t=10093
di xiao 	抵消	c=1 d=2.82624e-17 t=10093
di yi 	第一	c=2 d=0.694204 t=10093
di yi ci 	第一次	c=5 d=0.00773333 t=10093
di yi da 	第一大	c=1 d=0.00852289 t=10093
di yi fen 	第一份	c=2 d=1.3457e-14 t=10093
di yi ge 	第一個	c=2 d=0.000239528 t=10093
di yi ji 	第一集	c=2 d=2.03154e-15 t=10093
di yi juan 	第一卷	c=2 d=0.176958 t=10093
di yu 	低於	c=1 d=1.43924e-19 t=10093
di yu 	地域	c=2 d=1.59695e-07 t=10093
di yue guo 	締約國	c=1 d=0.357007 t=10093
di zhi 	地址	c=4 d=0.000115208 t=10093
di zhi 	抵制	c=6 d=3.25068e-05 t=10093
dian 	點	c=4 d=5.14873e-07 t=10093
dian chi 	電池	c=1 d=0.0199405 t=10093
dian hua 	電話	c=3 d=6.8262e-14 t=10093
dian li 	典禮	c=1 d=7.45673e-19 t=10093
dian nao 	電腦	c=5 d=0.145311 t=10093
dian ping 	點評	c=1 d=1.14906e-17 t=10093
dian shang 	電商	c=3 d=0.0415834 t=10093
dian shi 	電視	c=1 d=1.36505e-14 t=10093
dian shi ju 	電視劇	c=1 d=0.0026189 t=10093
dian shi tai 	電視臺	c=1 d=1.04927e-07 t=10093
dian xin 	電信	c=5 d=2.03554 t=10093
dian ying 	電影	c=5 d=0.295092 t=10093
dian ying yuan 	電影院	c=1 d=0.0057994 t=10093
dian zhi shu 	電紙書	c=1 d=8.30371e-20 t=10093
dian zi 	電子	c=1 d=3.32984e-05 t=10093
dian zi shu 	電子書	c=4 d=3.4033e-19 t=10093
diao nan 	刁難	c=1 d=1.53115e-12 t=10093
die 	跌	c=1 d=3.13967e-19 t=10093
ding xing 	定性	c=1 d=5.07307e-17 t=10093
ding yi 	定義	c=1 d=0.425283 t=10093
ding yu yi zun 	定於一尊	c=1 d=3.3396e-10 t=10093
ding zhe 	頂着	c=1 d=2.4431e-09 t=10093
diu diu 	丟丟	c=0 d=0.000427488 t=10093
diu shi 	丟失	c=1 d=3.41414e-05 t=10093
dong 	棟	c=2 d=0.316637 t=10093
dong 	洞	c=1 d=0.120032 t=10093
dong bi 	動筆	c=1 d=0.000108909 t=10093
dong cheng 	凍成	c=1 d=1.99196e-19 t=10093
dong dang 	動蕩	c=1 d=1.68696e-05 t=10093
dong de 	懂得	c=1 d=7.62187e-12 t=10093
dong fang 	東方	c=2 d=1.28707 t=10093
dong hua 	動畫	c=5 d=6.30357e-16 t=10093
dong hua pian 	動畫片	c=1 d=0.000930303 t=10093
dong ji 	冬季	c=1 d=1.56693e-19 t=10093
dong ma 	冬馬	c=1 d=0.0332068 t=10093
dong man 	動漫	c=3 d=0.02698 t=10093
dong man guo 	動漫國	c=3 d=0.063609 t=10093
dong wu 	動物	c=1 d=0.0207543 t=10093
dong xi 	東西	c=8 d=0.0847499 t=10093
dou 	都	c=22 d=1.59273 t=10093
dou 	鬥	c=1 d=0.0226502 t=10093
dou ban 	豆瓣	c=7 d=0.189191 t=10093
dou bu 	都不	c=0 d=7.23019e-10 t=10093
dou bu neng 	都不能	c=1 d=0.064894 t=10093
dou bu shi 	都不是	c=1 d=1.6881e-13 t=10093
dou bu yun xu 	都不允許	c=1 d=7.26644e-09 t=10093
dou hui 	都會	c=3 d=1.73863e-07 t=10093
dou jue de 	都覺得	c=1 d=1.06072e-17 t=10093
dou ke yi 	都可以	c=1 d=5.6328e-13 t=10093
dou liu 	逗留	c=1 d=5.73565e-20 t=10093
dou qu 	都去	c=1 d=6.22838e-19 t=10093
dou shi 	都是	c=4 d=0.0401989 t=10093
dou xi wang 	都希望	c=1 d=4.33196e-12 t=10093
dou yao 	都要	c=2 d=0.0285732 t=10093
du 	度	c=2 d=0.10383 t=10093
du 	讀	c=3 d=0.188369 t=10093
du bang 	杜邦	c=1 d=1.27649e-19 t=10093
du bo 	獨播	c=1 d=6.46583e-18 t=10093
du cai 	獨裁	c=1 d=4.18439e-16 t=10093
du guo 	度過	c=2 d=0.538425 t=10093
du guo 	讀過	c=1 d=0.13332 t=10093
du kou 	渡口	c=1 d=9.86622e-19 t=10093
du li 	獨立	c=6 d=4.20507e-09 t=10093
du li si kao 	獨立思考	c=1 d=1.78786e-12 t=10093
du shu 	讀書	c=1 d=0.0247235 t=10093
du te 	獨特	c=2 d=5.95039e-17 t=10093
du te de 	獨特的	c=1 d=1.43206e-19 t=10093
du wan 	讀完	c=1 d=0.149569 t=10093
duan 	端	c=1 d=1.20134e-11 t=10093
duan xin 	短信	c=2 d=4.13994e-08 t=10093
dui 	對	c=27 d=0.0376224 t=10093
dui 	隊	c=1 d=5.58833e-08 t=10093
dui bi 	對比	c=1 d=3.11541e-16 t=10093
dui ci 	對此	c=4 d=3.86834e-10 t=10093
dui de 	對的	c=1 d=3.15433e-15 t=10093
dui fang 	對方	c=3 d=7.57782e-07 t=10093
dui kang 	對抗	c=1 d=1.41757e-17 t=10093
dui li 	對立	c=1 d=1.37096e-06 t=10093
dui shou 	對手	c=4 d=5.5423e-16 t=10093
dui wo 	對我	c=3 d=0.00250294 t=10093
dui wu 	隊伍	c=1 d=3.53695e-09 t=10093
dui xiang 	對象	c=1 d=6.25215e-05 t=10093
dui yu 	對於	c=21 d=0.00697896 t=10093
dui zhan 	堆棧	c=1 d=0.0243554 t=10093
dui zhong guo 	對中國	c=1 d=1.40347e-17 t=10093
dun 	盾	c=1 d=5.53278e-09 t=10093
duo 	多	c=3 d=0.554327 t=10093
duo dai 	多待	c=1 d=0.0652193 t=10093
duo ge 	多個	c=1 d=1.00327e-09 t=10093
duo lai 	多來	c=1 d=4.55639e-18 t=10093
duo le 	多了	c=2 d=2.02222e-10 t=10093
duo me 	多麼	c=1 d=0.031273 t=10093
duo nian 	多年	c=2 d=0.283654 t=10093
duo qi 	多起	c=0 d=7.109e-17 t=10093
duo qi bao zha 	多起爆炸	c=1 d=7.14463e-16 t=10093
duo shao 	多少	c=5 d=0.0186856 t=10093
duo shao ming 	多少名	c=1 d=1.12302e-12 t=10093
duo tai 	墮胎	c=1 d=3.46928e-17 t=10093
duo yue 	多月	c=1 d=0.0413651 t=10093
e hua 	惡化	c=1 d=0.0023935 t=10093
e luo si 	俄羅斯	c=0 d=3.64715e-18 t=10093
e luo si hang kong 	俄羅斯航空	c=1 d=3.66543e-17 t=10093
e mo 	惡魔	c=1 d=0.208045 t=10093
e mo dao 	惡魔島	c=1 d=7.00554e-20 t=10093
e run jiu 	額潤就	c=1 d=3.42472e-12 t=10093
e xin 	噁心	c=1 d=0.000702687 t=10093
e xue 	惡血	c=1 d=0.400517 t=10093
e zi 	蛾子	c=1 d=9.45979e-07 t=10093
en 	嗯	c=1 d=0.000154549 t=10093
en 	恩	c=1 d=6.63989e-07 t=10093
er 	兒	c=2 d=3.01257e-11 t=10093
er 	而	c=36 d=1.60016 t=10093
er bu hui 	而不會	c=1 d=1.19555e-13 t=10093
er bu shi 	而不是	c=4 d=0.00135361 t=10093
er ci 	二次	c=1 d=0.367879 t=10093
er hou 	而後	c=2 d=8.71506e-10 t=10093
er ji 	耳機	c=1 d=9.81701e-19 t=10093
er ling 	二〇	c=0 d=1.38187e-12 t=10093
er ling yi jiu 	二〇一九	c=1 d=1.38879e-11 t=10093
er nian ji 	二年級	c=1 d=1.90268e-09 t=10093
er qi 	二期	c=1 d=5.94925e-09 t=10093
er shi 	而是	c=6 d=2.78757e-07 t=10093
er wei 	二維	c=1 d=4.06792e-19 t=10093
er wei ju zhen 	二維矩陣	c=1 d=3.85402e-19 t=10093
er yan 	而言	c=18 d=0.00893065 t=10093
er yu 	而與	c=1 d=0.028297 t=10093
fa 	法	c=5 d=0.0271864 t=10093
fa biao 	發表	c=8 d=0.0565363 t=10093
fa biao hou 	發表後	c=1 d=0.540641 t=10093
fa bu 	發佈	c=1 d=6.97112e-06 t=10093
fa bu de 	發佈的	c=2 d=0.603578 t=10093
fa bu hui 	發佈會	c=1 d=1.10022e-06 t=10093
fa chu 	發出	c=1 d=3.69334e-18 t=10093
fa guo 	法國	c=1 d=6.80798e-07 t=10093
fa jiao 	發酵	c=2 d=1.38448e-07 t=10093
fa le 	發了	c=3 d=0.00107553 t=10093
fa le yi ge 	發了一個	c=1 d=6.98033e-07 t=10093
fa lv 	法律	c=7 d=0.106992 t=10093
fa ming 	發明	c=2 d=8.87027e-06 t=10093
fa qi 	發起	c=1 d=4.13123e-11 t=10093
fa qi zhe 	發起這	c=1 d=5.87785e-14 t=10093
fa re 	發熱	c=1 d=9.15332e-19 t=10093
fa sheng 	發生	c=9 d=0.477195 t=10093
fa ting 	法庭	c=1 d=2.09736e-08 t=10093
fa tui 	發推	c=1 d=1.94747e-18 t=10093
fa wai 	法外	c=1 d=1.17128e-07 t=10093
fa wen 	發文	c=1 d=0.0178634 t=10093
fa xian 	發現	c=2 d=0.035284 t=10093
fa xian le 	發現了	c=1 d=2.17695e-05 t=10093
fa xiao 	發小	c=1 d=3.90084e-14 t=10093
fa zhan 	發展	c=6 d=0.00454331 t=10093
fan 	反	c=1 d=1.03901e-09 t=10093
fan 	煩	c=1 d=0.0378169 t=10093
fan 	番	c=2 d=4.34522e-13 t=10093
fan 	飯	c=3 d=4.48659e-05 t=10093
fan bei 	翻倍	c=1 d=0.941765 t=10093
fan chou 	範疇	c=1 d=9.93119e-08 t=10093
fan dui 	反對	c=4 d=1.00357e-06 t=10093
fan feng 	反諷	c=0 d=6.98033e-08 t=10093
fan feng xing zhi 	反諷性質	c=1 d=7.01532e-07 t=10093
fan gan 	反感	c=2 d=4.08833e-07 t=10093
fan hui 	返回	c=2 d=0.198891 t=10093
fan kui 	反饋	c=1 d=0.0466538 t=10093
fan qiang 	翻牆	c=1 d=2.16646e-07 t=10093
fan quan 	飯圈	c=3 d=1.08345e-05 t=10093
fan tan 	反彈	c=1 d=1.05016e-17 t=10093
fan ti 	繁體	c=12 d=1.49482 t=10093
fan wei nei 	範圍內	c=2 d=2.10912e-17 t=10093
fan yan 	繁衍	c=1 d=0.00104891 t=10093
fan yi 	翻譯	c=2 d=0.2334 t=10093
fan ying 	反應	c=3 d=0.0382004 t=10093
fan zheng 	反正	c=1 d=1.4854e-08 t=10093
fan zhi 	反制	c=1 d=2.24554e-17 t=10093
fan zui 	犯罪	c=0 d=0.0231078 t=10093
fang 	房	c=1 d=9.71272e-11 t=10093
fang 	放	c=1 d=1.19824e-10 t=10093
fang an 	方案	c=2 d=1.37221e-09 t=10093
fang bian 	方便	c=3 d=5.58173e-05 t=10093
fang di chan 	房地產	c=1 d=1.30498e-14 t=10093
fang fa 	方法	c=7 d=0.771073 t=10093
fang huo 	防火	c=2 d=1.13564e-12 t=10093
fang jian 	坊間	c=1 d=1.82932e-17 t=10093
fang jin 	放進	c=1 d=1.97214e-19 t=10093
fang mian 	方面	c=3 d=0.585091 t=10093
fang qi 	放棄	c=2 d=1.01398e-05 t=10093
fang quan 	放權	c=1 d=2.60044e-08 t=10093
fang ren 	放任	c=0 d=9.8783e-05 t=10093
fang ren bu guan 	放任不管	c=1 d=0.000992781 t=10093
fang shi 	方式	c=4 d=7.56321e-09 t=10093
fang wen 	訪問	c=1 d=0.744532 t=10093
fang xiang 	方向	c=0 d=7.62057e-11 t=10093
fang zai 	放在	c=1 d=8.27663e-11 t=10093
fang zhen 	方陣	c=7 d=9.97949e-10 t=10093
fang zhi 	防止	c=1 d=3.38017e-05 t=10093
fei 	飛	c=3 d=9.09588e-18 t=10093
fei chang 	非常	c=7 d=0.0290133 t=10093
fei hu dui 	飛虎隊	c=0 d=0.0229925 t=10093
fei ji 	飛機	c=1 d=3.68381e-17 t=10093
fei yan 	肺炎	c=4 d=2.09987 t=10093
fei yan 	肺癌	c=1 d=0.436049 t=10093
fei zhou 	非洲	c=2 d=0.0476272 t=10093
fen 	份	c=13 d=0.0122555 t=10093
fen 	分	c=7 d=0.0186374 t=10093
fen 	芬	c=2 d=4.08303e-14 t=10093
fen bie 	分別	c=1 d=7.06873e-08 t=10093
fen hong 	分紅	c=2 d=2.30419e-18 t=10093
fen hong 	粉紅	c=1 d=3.9951e-07 t=10093
fen ji 	分級	c=4 d=1.17115e-15 t=10093
fen qi 	分歧	c=1 d=2.44984e-12 t=10093
fen qu biao 	分區表	c=1 d=9.38504e-19 t=10093
fen shu 	分數	c=2 d=2.79814e-15 t=10093
fen shu keng ru 	焚書坑儒	c=1 d=4.43016e-11 t=10093
fen si 	粉絲	c=1 d=1.22815e-06 t=10093
fen xiao 	分校	c=1 d=0.000294568 t=10093
fen xiao 	分銷	c=1 d=0.000291637 t=10093
fen zhan 	奮戰	c=1 d=1.11723e-10 t=10093
fen zhong 	分鐘	c=0 d=0.00611149 t=10093
fen zhong shu 	分鐘數	c=1 d=0.0614212 t=10093
feng 	峯	c=1 d=2.28305e-06 t=10093
feng 	逢	c=2 d=5.09443e-08 t=10093
feng 	鋒	c=2 d=4.23306e-05 t=10093
feng 	風	c=1 d=3.52231e-19 t=10093
feng bo 	風波	c=1 d=5.10735e-08 t=10093
feng chao 	蜂巢	c=1 d=3.82555e-20 t=10093
feng ge 	風格	c=1 d=0.00451658 t=10093
feng jing xian 	風景線	c=1 d=5.98315e-17 t=10093
feng le 	封了	c=1 d=3.34938e-15 t=10093
feng sha 	封殺	c=6 d=4.31931e-07 t=10093
feng shui 	風水	c=1 d=7.29145e-20 t=10093
fo 	佛	c=1 d=2.24325e-05 t=10093
fou 	否	c=1 d=0.831104 t=10093
fu chu 	付出	c=2 d=3.28932e-08 t=10093
fu fei 	付費	c=1 d=0.0706512 t=10093
fu he 	符合	c=0 d=8.90276e-17 t=10093
fu huo jie 	復活節	c=1 d=7.07354e-16 t=10093
fu lu 	附錄	c=1 d=0.0678809 t=10093
fu mei 	赴美	c=1 d=3.74916e-18 t=10093
fu mu 	父母	c=4 d=2.63152e-13 t=10093
fu shang 	附上	c=1 d=0.167797 t=10093
fu shu 	附屬	c=1 d=6.16116e-09 t=10093
fu shu ji 	副書記	c=1 d=1.26969e-15 t=10093
fu wu 	服務	c=1 d=2.30004e-05 t=10093
fu wu qi 	服務器	c=2 d=0.451581 t=10093
fu wu tai 	服務檯	c=1 d=2.83404e-20 t=10093
fu za 	複雜	c=2 d=0.00334126 t=10093
gai 	改	c=5 d=2.75364e-05 t=10093
gai 	該	c=3 d=2.98299e-05 t=10093
gai bian 	改變	c=2 d=0.839457 t=10093
gai cheng 	改成	c=1 d=1.23536e-16 t=10093
gai ge kai fang 	改革開放	c=1 d=1.47087e-10 t=10093
gai guo 	該國	c=1 d=2.64612e-07 t=10093
gai kuo 	概括	c=1 d=1.05964e-05 t=10093
gai ming 	該名	c=2 d=3.30432e-09 t=10093
gai nian 	概念	c=2 d=7.97786e-12 t=10093
gan bei 	乾杯	c=1 d=8.36408e-17 t=10093
gan dao 	感到	c=5 d=0.313508 t=10093
gan ga 	尷尬	c=1 d=0.018968 t=10093
gan jue 	感覺	c=2 d=6.45542e-19 t=10093
gan mao 	幹毛	c=1 d=6.51506e-19 t=10093
gan shou 	感受	c=2 d=0.073243 t=10093
gang 	剛	c=1 d=1.41979e-06 t=10093
gang 	港	c=2 d=1.45034e-07 t=10093
gang ao 	港澳	c=2 d=1.63426e-14 t=10093
gang bi 	港幣	c=1 d=5.1117e-18 t=10093
gang kai shi 	剛開始	c=2 d=0.0135009 t=10093
gang lai 	剛來	c=1 d=0.00663763 t=10093
gang yao 	綱要	c=1 d=0.19593 t=10093
gang yi 	剛毅	c=1 d=3.99823e-10 t=10093
gao ceng 	高層	c=2 d=1.7327e-05 t=10093
gao chu 	搞出	c=1 d=1.00051e-06 t=10093
gao gao 	高高	c=1 d=1.7646e-05 t=10093
gao ji 	高級	c=1 d=1.03721e-18 t=10093
gao kao 	高考	c=3 d=8.33927e-15 t=10093
gao qiao 	高橋	c=1 d=1.70096e-14 t=10093
gao tong 	高通	c=1 d=1.09302e-17 t=10093
gao wei 	高位	c=3 d=2.30631 t=10093
gao xiao 	高校	c=2 d=0.15259 t=10093
gao zhong 	高中	c=1 d=1.89319e-09 t=10093
gao zhong sheng 	高中生	c=2 d=2.18549e-14 t=10093
ge 	個	c=10 d=0.0105079 t=10093
ge 	哥	c=3 d=0.105725 t=10093
ge bi 	隔壁	c=0 d=0.0064894 t=10093
ge bi de 	隔壁的	c=1 d=0.0652193 t=10093
ge bu lin 	哥布林	c=12 d=1.02564 t=10093
ge da 	各大	c=0 d=4.09164e-18 t=10093
ge da wang zhan 	各大網站	c=3 d=2.52822e-16 t=10093
ge ge 	各個	c=1 d=0.00232276 t=10093
ge jia 	各家	c=1 d=1.05543e-17 t=10093
ge ming 	革命	c=2 d=1.78567e-18 t=10093
ge ren 	個人	c=29 d=0.401669 t=10093
ge ren hui yi lu 	個人回憶錄	c=1 d=3.50236e-11 t=10093
ge sha 	哥殺	c=1 d=0.0780817 t=10093
ge shi 	格式	c=1 d=1.91652e-06 t=10093
ge yang 	各樣	c=1 d=1.02636e-12 t=10093
ge yue 	個月	c=2 d=0.0652652 t=10093
ge zhong 	各種	c=11 d=0.281035 t=10093
gei 	給	c=2 d=0.00162057 t=10093
gei chu 	給出	c=1 d=6.86215e-12 t=10093
gei wo 	給我	c=0 d=4.65809e-14 t=10093
gei wo de 	給我的	c=2 d=9.4814e-13 t=10093
gen 	跟	c=4 d=0.00436477 t=10093
gen ben 	根本	c=1 d=1.35404e-07 t=10093
gen ju 	根據	c=4 d=0.045502 t=10093
gen wo 	跟我	c=4 d=6.53618e-12 t=10093
geng 	更	c=2 d=1.08637e-10 t=10093
geng bu 	更不	c=0 d=3.15927e-05 t=10093
geng bu yao 	更不要	c=1 d=0.00031751 t=10093
geng chang 	更長	c=1 d=7.17678e-10 t=10093
geng duo 	更多	c=1 d=0.116484 t=10093
geng fu he 	更符合	c=1 d=8.94739e-16 t=10093
geng gai 	更改	c=1 d=1.31175e-16 t=10093
geng he li 	更合理	c=1 d=6.96705e-14 t=10093
geng jia 	更加	c=2 d=4.08868e-07 t=10093
geng xin 	更新	c=6 d=0.151565 t=10093
geng you 	更有	c=1 d=2.72229e-08 t=10093
geng you shen 	更有甚	c=1 d=2.45492e-07 t=10093
geng you shen zhe 	更有甚者	c=1 d=2.81023e-09 t=10093
gong 	宮	c=2 d=0.405838 t=10093
gong 	工	c=1 d=0.0214936 t=10093
gong bu 	公佈	c=1 d=1.11799e-18 t=10093
gong chan dang 	共產黨	c=4 d=7.67698e-07 t=10093
gong gao 	公告	c=0 d=0.0603506 t=10093
gong gao zhong 	公告中	c=1 d=0.606531 t=10093
gong he 	共和	c=5 d=0.114178 t=10093
gong he guo 	共和國	c=2 d=0.513348 t=10093
gong ji 	攻擊	c=1 d=1.15982e-09 t=10093
gong ju 	工具	c=1 d=1.78446e-19 t=10093
gong li 	公里	c=1 d=1.23729e-05 t=10093
gong min 	公民	c=1 d=0.241714 t=10093
gong ren 	公認	c=1 d=2.58079e-07 t=10093
gong shang 	工商	c=1 d=1.94548e-06 t=10093
gong shi 	公式	c=2 d=9.21203e-06 t=10093
gong shi 	共識	c=1 d=9.25821e-06 t=10093
gong si 	公司	c=12 d=0.353173 t=10093
gong tong 	共同	c=1 d=1.84739e-15 t=10093
gong xian 	貢獻	c=1 d=3.81308e-11 t=10093
gong xiang 	共享	c=1 d=1.77037e-14 t=10093
gong xiao she 	供銷社	c=1 d=1.25706e-15 t=10093
gong yi 	工藝	c=1 d=1.93308e-19 t=10093
gong yong 	共用	c=2 d=8.51913e-19 t=10093
gong yu 	公寓	c=1 d=1.68403e-14 t=10093
gong yuan 	公園	c=5 d=2.19514e-06 t=10093
gong zheng chu 	公證處	c=1 d=0.236928 t=10093
gong zhong 	公衆	c=0 d=0.00911727 t=10093
