# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.1
#@/tick	10093
#@/user_id	a8b00f8d-da25-48f6-bb68-71052c2c8d80
gong zhong hao 	公衆號	c=4 d=0.18418 t=10093
gong zuo 	工作	c=21 d=0.562705 t=10093
gong zuo qian 	工作前	c=1 d=0.000340532 t=10093
gong zuo shi 	工作室	c=1 d=5.0617e-20 t=10093
gou mai 	購買	c=5 d=0.0450926 t=10093
gou mai de 	購買的	c=1 d=0.0156858 t=10093
gou wu 	購物	c=1 d=0.00946646 t=10093
gu 	古	c=2 d=7.22275e-15 t=10093
gu 	股	c=1 d=0.0645703 t=10093
gu gong 	故宮	c=1 d=0.460704 t=10093
gu ji 	估計	c=3 d=1.30103 t=10093
gu jian 	古劍	c=1 d=0.67032 t=10093
gu jian 	固件	c=1 d=1.37189e-14 t=10093
gu lao 	古老	c=1 d=1.38974e-19 t=10093
gu piao 	股票	c=1 d=0.101266 t=10093
gu shi 	故事	c=2 d=2.63695e-16 t=10093
gu shi 	股市	c=2 d=1.90668e-17 t=10093
gu shu 	古書	c=0 d=1.29244e-19 t=10093
gu shu tang 	古書堂	c=4 d=7.25966e-15 t=10093
gu xi 	股息	c=1 d=1.15204e-18 t=10093
gu zi 	穀子	c=1 d=1.3814e-07 t=10093
gu zi 	骨子	c=1 d=1.38832e-07 t=10093
gua qi 	掛起	c=1 d=1.77345e-05 t=10093
gua zai 	掛載	c=1 d=0.0309618 t=10093
guan bi 	關閉	c=2 d=5.52209e-17 t=10093
guan deng 	關燈	c=1 d=0.0459593 t=10093
guan dian 	觀點	c=30 d=0.000683242 t=10093
guan fang 	官方	c=5 d=6.8753e-05 t=10093
guan fang tong xun she 	官方通訊社	c=1 d=2.19995e-11 t=10093
guan hou gan 	觀後感	c=1 d=1.37544e-15 t=10093
guan jia 	管家	c=1 d=5.51076e-20 t=10093
guan jian 	關鍵	c=1 d=0.000678925 t=10093
guan jian ci 	關鍵詞	c=1 d=1.15364e-05 t=10093
guan kan 	觀看	c=1 d=7.83771e-17 t=10093
guan lian 	關聯	c=2 d=1.94837e-14 t=10093
guan shang 	觀賞	c=1 d=2.50708e-19 t=10093
guan shui 	關稅	c=4 d=0.491644 t=10093
guan xi 	關係	c=5 d=0.0222592 t=10093
guan xin 	關心	c=1 d=7.03467e-10 t=10093
guan yu 	關於	c=2 d=1.23771e-09 t=10093
guan zhu 	關注	c=1 d=9.35444e-10 t=10093
guan zhuang 	灌裝	c=0 d=0.0631284 t=10093
guan zhuang bing du gan ran 	灌裝病毒感染	c=1 d=0.634448 t=10093
guan zi 	管子	c=1 d=4.75058e-09 t=10093
guang da 	廣大	c=1 d=1.19783e-06 t=10093
guang dong hua 	廣東話	c=2 d=1.80521 t=10093
guang mao 	光貓	c=7 d=5.48978 t=10093
guang shi 	光是	c=1 d=0.000623601 t=10093
guang xi 	廣西	c=11 d=1.62157 t=10093
guang xu 	光緒	c=2 d=0.232971 t=10093
guang zhou 	廣州	c=1 d=0.960789 t=10093
gui 	貴	c=1 d=0.00990218 t=10093
gui 	跪	c=1 d=5.58738e-06 t=10093
gui ding 	規定	c=1 d=7.05168e-09 t=10093
gui hua 	歸化	c=1 d=6.93466e-18 t=10093
gui jiu 	歸咎	c=1 d=1.90398e-17 t=10093
gui ju 	規矩	c=1 d=5.63472e-17 t=10093
gui lin 	桂林	c=16 d=2.03825 t=10093
gui lin shi 	桂林市	c=2 d=0.544565 t=10093
gui lin yin hang 	桂林銀行	c=1 d=0.565525 t=10093
gui lv 	規律	c=1 d=0.650509 t=10093
gui ze 	規則	c=1 d=0.025223 t=10093
guo 	國	c=7 d=0.0696209 t=10093
guo 	果	c=2 d=1.37302e-16 t=10093
guo 	過	c=7 d=0.213768 t=10093
guo 	鍋	c=2 d=2.77816e-11 t=10093
guo cheng 	過程	c=3 d=1.88514 t=10093
guo dang 	過當	c=1 d=1.62136e-09 t=10093
guo du 	國度	c=3 d=0.0426384 t=10093
guo du 	過度	c=1 d=0.0417941 t=10093
guo fen 	過分	c=0 d=1.06604e-18 t=10093
guo fen le 	過分了	c=1 d=1.07138e-17 t=10093
guo hui 	國徽	c=0 d=9.7614e-12 t=10093
guo ji 	國籍	c=1 d=2.05177e-05 t=10093
guo ji 	國際	c=5 d=0.980199 t=10093
guo ji da shi 	國際大事	c=2 d=4.10774e-18 t=10093
guo jia 	國家	c=8 d=0.906213 t=10093
guo le 	過了	c=0 d=2.33639e-14 t=10093
guo le liang nian 	過了兩年	c=1 d=2.3481e-13 t=10093
guo li 	國立	c=1 d=0.771052 t=10093
guo nei 	國內	c=16 d=2.02572 t=10093
guo qi 	國旗	c=1 d=9.71378e-11 t=10093
guo qi fang zhen 	國旗方陣	c=1 d=1.00085e-10 t=10093
guo qi song 	國旗頌	c=1 d=1.00587e-10 t=10093
guo qing 	國慶	c=4 d=5.14227e-10 t=10093
guo qing guo hui 	國慶國徽	c=1 d=9.81033e-11 t=10093
guo qing zi wen 	國情諮文	c=2 d=1.75621 t=10093
guo qu 	國區	c=2 d=3.27654e-14 t=10093
guo qu 	過去	c=12 d=0.121604 t=10093
guo qu de 	過去的	c=1 d=9.38344e-17 t=10093
guo ran 	果然	c=1 d=0.000144823 t=10093
guo ren 	國人	c=1 d=1.1806e-12 t=10093
guo ren 	過人	c=1 d=1.18652e-12 t=10093
guo shang 	國殤	c=1 d=5.5758e-11 t=10093
guo shi 	過世	c=1 d=0.18452 t=10093
guo tai 	國泰	c=1 d=0.386741 t=10093
guo wai 	國外	c=3 d=0.32628 t=10093
guo ye 	過夜	c=1 d=2.42002e-15 t=10093
guo yu 	過於	c=1 d=0.000111936 t=10093
ha 	哈	c=1 d=0.579842 t=10093
ha ha 	哈哈	c=1 d=7.56942e-19 t=10093
hai 	海	c=9 d=0.852144 t=10093
hai 	還	c=9 d=0.0320656 t=10093
hai bao kuo 	還包括	c=1 d=1.06861e-16 t=10093
hai bu ru 	還不如	c=1 d=1.44872e-08 t=10093
hai bu zhi dao 	還不知道	c=1 d=0.00677172 t=10093
hai ceng jing 	還曾經	c=1 d=1.42764e-12 t=10093
hai guan 	海關	c=2 d=4.41425e-14 t=10093
hai gui 	海歸	c=1 d=0.159614 t=10093
hai hao 	還好	c=2 d=5.81108e-19 t=10093
hai hui 	還會	c=2 d=4.14227e-08 t=10093
hai mei you 	還沒有	c=1 d=5.13645e-16 t=10093
hai neng 	還能	c=3 d=8.44096e-07 t=10093
hai rui 	海瑞	c=1 d=0.111917 t=10093
hai sheng 	還剩	c=2 d=8.10998e-07 t=10093
hai sheng xia 	還剩夏	c=1 d=2.64838e-17 t=10093
hai shi 	還是	c=28 d=0.894896 t=10093
hai shun dai 	還順帶	c=1 d=5.04348e-07 t=10093
hai suan 	還算	c=1 d=0.00548905 t=10093
hai wai 	海外	c=4 d=0.033205 t=10093
hai xue 	海學	c=1 d=0.865022 t=10093
hai yao 	還要	c=1 d=0.0095616 t=10093
hai you 	還有	c=4 d=0.00585769 t=10093
hai you ji hui 	還有機會	c=1 d=8.5316e-15 t=10093
hai you mei you 	還有沒有	c=1 d=2.77697e-16 t=10093
hai yun 	海運	c=1 d=1.48666e-18 t=10093
hai zai 	還在	c=1 d=1.9569e-16 t=10093
hai zi 	孩子	c=7 d=2.88815 t=10093
han 	漢	c=2 d=9.46283e-15 t=10093
han chan 	寒蟬	c=1 d=7.70371e-20 t=10093
han feng 	寒風	c=1 d=2.17955e-19 t=10093
hang kong 	航空	c=8 d=1.29353 t=10093
hang shu 	行數	c=1 d=3.87334e-19 t=10093
hang xian 	航線	c=2 d=0.0368168 t=10093
hang ye 	行業	c=1 d=0.00218749 t=10093
hao 	好	c=3 d=0.0231676 t=10093
hao 	號	c=4 d=0.592423 t=10093
hao ba 	好吧	c=1 d=7.87834e-19 t=10093
hao bi 	好比	c=1 d=2.62113e-13 t=10093
hao bu you yu 	毫不猶豫	c=2 d=0.254107 t=10093
hao chu 	好處	c=2 d=0.00127628 t=10093
hao gan 	好感	c=1 d=1.251e-17 t=10093
hao han 	浩瀚	c=1 d=2.77075e-19 t=10093
hao hao 	好好	c=1 d=0.238115 t=10093
hao ji ge 	好幾個	c=1 d=6.84444e-11 t=10093
hao qi xin 	好奇心	c=1 d=1.30184e-15 t=10093
hao wu 	毫無	c=2 d=0.00411379 t=10093
hao wu guan xi 	毫無關係	c=1 d=0.0285814 t=10093
hao yun 	好運	c=1 d=1.14848e-11 t=10093
he 	和	c=36 d=3.16874 t=10093
he 	鶴	c=0 d=0.1 t=10092
he dian zhan 	核電站	c=1 d=1.7225e-15 t=10093
he fa 	合法	c=2 d=8.74195e-09 t=10093
he fa hua 	合法化	c=2 d=0.000461975 t=10093
he gui 	合規	c=1 d=1.51932e-09 t=10093
he ji 	合集	c=2 d=0.0489946 t=10093
he li 	合理	c=1 d=7.87245e-14 t=10093
he ping 	和平	c=1 d=1.24777e-16 t=10093
he shi 	合適	c=1 d=3.46574e-05 t=10093
he shui 	河水	c=1 d=0.0212797 t=10093
he yi 	何以	c=0 d=1.23557e-19 t=10093
he yi wei jia 	何以爲家	c=2 d=2.496e-18 t=10093
he zhong 	何種	c=1 d=2.63382e-11 t=10093
hei 	黑	c=2 d=4.65572e-07 t=10093
hei bai 	黑白	c=1 d=1.32471e-14 t=10093
hei long jiang 	黑龍江	c=2 d=4.07039e-19 t=10093
hei ping guo 	黑蘋果	c=1 d=9.10767e-19 t=10093
hei ye li 	黑夜裏	c=1 d=2.19047e-19 t=10093
hen 	很	c=6 d=0.0192169 t=10093
hen da 	很大	c=3 d=0.000504176 t=10093
hen da cheng du 	很大程度	c=1 d=0.00506703 t=10093
hen da de 	很大的	c=1 d=7.08823e-11 t=10093
hen duo 	很多	c=5 d=0.00226828 t=10093
hen duo ren 	很多人	c=2 d=0.657047 t=10093
hen e xin 	很噁心	c=1 d=0.000636198 t=10093
hen gui 	很貴	c=1 d=0.0117371 t=10093
hen hao 	很好	c=1 d=1.01878e-13 t=10093
hen huo 	很火	c=1 d=7.82971e-05 t=10093
hen jian dan 	很簡單	c=3 d=2.86493e-07 t=10093
hen jiu 	很久	c=2 d=0.0267827 t=10093
hen li hai 	很厲害	c=2 d=3.87545e-18 t=10093
hen man 	很慢	c=1 d=0.00694315 t=10093
hen mei 	很美	c=1 d=7.71971e-15 t=10093
hen nan 	很難	c=2 d=4.10094e-12 t=10093
hen pu bian 	很普遍	c=1 d=7.81747e-16 t=10093
hen rong 	很榮	c=1 d=0.752014 t=10093
hen shi wang 	很失望	c=1 d=1.6102e-16 t=10093
hen tao yan 	很討厭	c=1 d=2.86749e-11 t=10093
hen xiao 	很小	c=2 d=8.69686e-13 t=10093
hen xing fu 	很幸福	c=1 d=8.32095e-15 t=10093
hen yan zhong 	很嚴重	c=1 d=2.08116e-05 t=10093
hen zao 	很早	c=1 d=1.5436e-19 t=10093
hen zhen jing 	很震驚	c=1 d=1.99026e-09 t=10093
heng 	亨	c=1 d=0.0257325 t=10093
hong 	紅	c=2 d=1.32426e-10 t=10093
hong cha 	紅茶	c=2 d=1.01071 t=10093
hou 	厚	c=3 d=8.59262e-15 t=10093
hou 	後	c=7 d=0.053894 t=10093
hou dai 	後代	c=1 d=0.00105417 t=10093
hou duan 	後端	c=1 d=0.0284388 t=10093
hou hui 	後悔	c=2 d=0.0102448 t=10093
hou lai 	後來	c=1 d=2.32592e-19 t=10093
hou mu 	厚木	c=1 d=9.29166e-19 t=10093
hou tai 	後臺	c=1 d=0.0953692 t=10093
hou xuan 	候選	c=2 d=0.142654 t=10093
hou xuan ci 	候選詞	c=1 d=0.0692522 t=10093
hou xuan ren 	候選人	c=0 d=5.34061e-05 t=10093
hu 	湖	c=1 d=7.64289e-15 t=10093
hu 	胡	c=1 d=0.036334 t=10093
hu pai 	和牌	c=1 d=0.511709 t=10093
hu zhao 	護照	c=3 d=0.647685 t=10093
hua 	畫	c=1 d=0.13332 t=10093
hua 	花	c=4 d=0.182684 t=10093
hua 	華	c=5 d=1.33426e-06 t=10093
hua 	話	c=8 d=0.00204567 t=10093
hua er jie 	華爾街	c=3 d=1.6684e-18 t=10093
hua ji 	滑稽	c=1 d=6.8491e-19 t=10093
hua kuai 	滑塊	c=0 d=3.07645e-16 t=10093
hua kuai yan zheng 	滑塊驗證	c=1 d=3.09187e-15 t=10093
hua qian 	花錢	c=1 d=3.11276e-06 t=10093
hua sheng dun 	華盛頓	c=1 d=3.62082e-20 t=10093
hua wei 	華爲	c=14 d=1.24658e-16 t=10093
hua yi 	華裔	c=1 d=1.15463e-15 t=10093
hua yu 	華語	c=0 d=3.04428e-10 t=10093
hua yu quan 	話語權	c=1 d=0.00111936 t=10093
hua yu shi jie 	華語世界	c=1 d=3.05954e-09 t=10093
huai 	懷	c=1 d=0.120633 t=10093
huai yun 	懷孕	c=1 d=3.53936e-17 t=10093
huan 	換	c=1 d=8.8385e-19 t=10093
huan guo 	換過	c=1 d=0.0495388 t=10093
huan jing 	環境	c=2 d=0.00482426 t=10093
huan kuan 	還款	c=1 d=0.185444 t=10093
huan xing 	喚醒	c=1 d=2.20602e-14 t=10093
huan ying 	歡迎	c=1 d=0.217621 t=10093
huan yu 	寰宇	c=1 d=4.53999e-05 t=10093
huan zhe 	患者	c=1 d=0.66365 t=10093
huang miu 	荒謬	c=1 d=1.0712e-15 t=10093
hui 	回	c=4 d=0.00200648 t=10093
hui 	會	c=19 d=0.000751391 t=10093
hui bao 	回報	c=1 d=0.109701 t=10093
hui bao lv 	回報率	c=1 d=0.11475 t=10093
hui bu hui 	會不會	c=3 d=0.000953854 t=10093
hui da 	回答	c=1 d=1.25685e-13 t=10093
hui dao 	回到	c=2 d=0.293758 t=10093
hui fu 	回覆	c=4 d=6.55685e-06 t=10093
hui fu 	恢復	c=1 d=6.58972e-06 t=10093
hui gu 	回顧	c=2 d=0.467797 t=10093
hui guo 	回國	c=4 d=0.254492 t=10093
hui guo lai 	會過來	c=1 d=3.10843e-19 t=10093
hui jia 	回家	c=1 d=6.58054e-19 t=10093
hui lai 	回來	c=1 d=8.57436e-15 t=10093
hui ling dun 	惠靈頓	c=3 d=1.57645e-18 t=10093
hui lv 	匯率	c=2 d=5.45813e-17 t=10093
hui shi 	會是	c=1 d=9.16921e-10 t=10093
hui tou 	回頭	c=1 d=5.21053e-08 t=10093
hui yi lu 	回憶錄	c=1 d=0.190139 t=10093
hui yuan 	會員	c=3 d=1.21364e-11 t=10093
hun 	昏	c=1 d=0.0500366 t=10093
hun 	魂	c=1 d=2.24051e-20 t=10093
hun yin 	婚姻	c=1 d=0.000459671 t=10093
huo 	或	c=4 d=0.245932 t=10093
huo 	活	c=1 d=4.89442e-07 t=10093
huo 	火	c=1 d=0.228779 t=10093
huo che tou 	火車頭	c=1 d=0.0665368 t=10093
huo jian 	火箭	c=0 d=5.53273e-09 t=10093
huo jian dui 	火箭隊	c=6 d=7.47491e-07 t=10093
huo jian dun 	火箭盾	c=1 d=5.56046e-08 t=10093
huo ming 	活命	c=1 d=1.92777e-16 t=10093
huo qu 	獲取	c=1 d=3.8348e-19 t=10093
huo shang 	火上	c=1 d=1.39192e-08 t=10093
huo yan 	火焰	c=1 d=2.07755e-14 t=10093
huo zhe 	或者	c=13 d=0.0277446 t=10093
ji 	即	c=5 d=0.0528657 t=10093
ji 	及	c=5 d=0.0575558 t=10093
ji 	季	c=4 d=0.548812 t=10093
ji 	幾	c=1 d=2.18973e-15 t=10093
ji 	極	c=2 d=1.68312 t=10093
ji 	機	c=0 d=5.73565e-21 t=10093
ji 	集	c=5 d=9.46644e-08 t=10093
ji ben 	基本	c=5 d=0.0209734 t=10093
ji chang 	機場	c=9 d=4.76279 t=10093
ji ci 	幾次	c=1 d=4.15998e-06 t=10093
ji da 	極大	c=1 d=4.2985e-09 t=10093
ji de 	記得	c=1 d=0.0273237 t=10093
ji du 	極度	c=1 d=0.000777055 t=10093
ji e 	飢餓	c=8 d=1.63856e-19 t=10093
ji ge 	幾個	c=4 d=0.660747 t=10093
ji gong 	技工	c=1 d=9.99117e-20 t=10093
ji hou sai 	季後賽	c=1 d=7.18289e-20 t=10093
ji hu 	幾乎	c=1 d=2.41879e-09 t=10093
ji hua 	計劃	c=1 d=0.0713613 t=10093
ji hui 	機會	c=3 d=0.000497091 t=10093
ji jiang 	即將	c=8 d=0.0682903 t=10093
ji jiang guo qu 	即將過去	c=2 d=5.06943e-18 t=10093
ji ke 	即可	c=0 d=0.00614212 t=10093
ji ke 	極客	c=4 d=0.190017 t=10093
ji ke shi jian 	極客時間	c=2 d=0.951229 t=10093
ji ke suan chu 	即可算出	c=1 d=0.0617291 t=10093
ji lu 	記錄	c=1 d=2.04892e-18 t=10093
ji lu yi xia 	記錄一下	c=1 d=2.25135e-18 t=10093
ji ming 	記名	c=1 d=0.180866 t=10093
ji neng 	技能	c=1 d=0.108067 t=10093
ji nian huo dong 	紀念活動	c=1 d=6.76229e-16 t=10093
ji nian ri 	紀念日	c=3 d=3.488e-11 t=10093
ji nian tang 	紀念堂	c=2 d=1.06441e-10 t=10093
ji piao 	機票	c=1 d=6.18132e-18 t=10093
ji qi 	及其	c=1 d=0.261846 t=10093
ji ri 	幾日	c=2 d=5.86405e-08 t=10093
ji shi 	即使	c=3 d=3.08179e-06 t=10093
ji shi 	即是	c=1 d=4.14135e-12 t=10093
ji shi 	及時	c=1 d=7.10416e-08 t=10093
ji shi nian 	幾十年	c=0 d=9.92781e-05 t=10093
ji shi nian hou 	幾十年後	c=1 d=0.000997758 t=10093
ji shou 	寄售	c=1 d=3.29671e-05 t=10093
ji shu 	技術	c=11 d=0.153052 t=10093
ji shu tuan dui 	技術團隊	c=1 d=0.0443785 t=10093
ji shu zhi biao 	技術指標	c=1 d=0.101774 t=10093
ji shu zong jie 	技術總結	c=1 d=0.0916297 t=10093
ji si 	祭祀	c=1 d=0.524663 t=10093
ji song 	寄送	c=1 d=0.0203434 t=10093
ji su 	寄宿	c=1 d=0.0407622 t=10093
ji suan 	計算	c=6 d=0.381841 t=10093
ji suan ji 	計算機	c=2 d=0.161218 t=10093
ji ti 	集體	c=3 d=5.65962e-07 t=10093
ji tian 	幾天	c=1 d=8.06816e-05 t=10093
ji tou 	雞頭	c=1 d=8.26229e-20 t=10093
ji xie 	機械	c=2 d=1.77676e-18 t=10093
ji xu 	繼續	c=2 d=0.00118858 t=10093
ji yuan qiao he 	機緣巧合	c=1 d=0.00150344 t=10093
ji zai 	記載	c=1 d=2.70234e-19 t=10093
ji zhe 	記者	c=3 d=3.77354e-08 t=10093
ji zhe hui 	記者會	c=1 d=4.0468e-05 t=10093
ji zhong 	擊中	c=8 d=7.6929e-09 t=10093
ji zhou 	幾周	c=0 d=8.78544e-08 t=10093
ji zhuang xiang 	集裝箱	c=4 d=9.98955e-05 t=10093
ji zhun 	基準	c=1 d=0.113608 t=10093
jia 	假	c=1 d=6.09033e-20 t=10093
jia 	價	c=1 d=0.408608 t=10093
jia 	加	c=3 d=0.985112 t=10093
jia 	家	c=3 d=5.22579e-13 t=10093
jia ban 	加班	c=1 d=0.00224287 t=10093
jia de bao 	家德保	c=1 d=1.52429e-18 t=10093
jia ge 	價格	c=3 d=0.0185924 t=10093
jia gou 	架構	c=1 d=5.95432e-19 t=10093
jia guan shui 	加關稅	c=1 d=2.17918e-17 t=10093
jia jie 	佳節	c=1 d=2.36107e-19 t=10093
jia mi 	加密	c=1 d=0.0845849 t=10093
jia na da 	加拿大	c=4 d=0.0784731 t=10093
jia ren 	家人	c=1 d=0.263158 t=10093
jia ru 	加入	c=1 d=4.88677e-18 t=10093
jia shang 	加上	c=1 d=5.77736e-17 t=10093
jia su 	加速	c=1 d=5.1382e-20 t=10093
jia ting 	家庭	c=4 d=1.5267e-07 t=10093
jia yi 	加以	c=1 d=2.44518e-19 t=10093
jia you 	家有	c=5 d=2.09384e-19 t=10093
jia zhang 	家長	c=1 d=1.12031e-13 t=10093
jia zhao 	駕照	c=1 d=0.00522135 t=10093
jia zhi guan 	價值觀	c=2 d=1.50349e-15 t=10093
jia zhou 	加州	c=1 d=9.96538e-19 t=10093
jian 	件	c=2 d=3.34653e-05 t=10093
jian 	劍	c=2 d=0.104874 t=10093
jian chi 	堅持	c=7 d=0.000652304 t=10093
jian dan 	簡單	c=3 d=0.000278804 t=10093
jian ding 	鑑定	c=1 d=5.53838e-20 t=10093
jian dun 	劍盾	c=1 d=4.4724e-05 t=10093
jian guo 	建國	c=2 d=2.89683e-11 t=10093
jian jie 	簡介	c=1 d=1.77804e-06 t=10093
jian jie 	間接	c=1 d=1.78695e-06 t=10093
jian ju 	間距	c=1 d=6.4015e-18 t=10093
jian kang 	健康	c=0 d=0.0597501 t=10093
jian li 	簡歷	c=1 d=0.0228227 t=10093
jian mian 	減免	c=1 d=0.353455 t=10093
jian nan 	艱難	c=1 d=1.32381e-06 t=10093
jian pan 	鍵盤	c=1 d=1.72666e-14 t=10093
jian pu zhai 	柬埔寨	c=1 d=4.1235e-20 t=10093
jian shao 	減少	c=3 d=0.178249 t=10093
jian she 	建設	c=3 d=0.0710054 t=10093
jian she xing 	建設性	c=0 d=7.85399e-13 t=10093
jian shi 	監視	c=3 d=1.22996 t=10093
jian shi qi 	監視器	c=4 d=1.67847 t=10093
jian ti 	簡體	c=1 d=1.12321e-14 t=10093
jian wen 	見聞	c=3 d=1.66582e-18 t=10093
jian yi 	建議	c=1 d=0.0323869 t=10093
jian yi 	檢疫	c=1 d=0.97531 t=10093
jian zheng 	建政	c=1 d=1.41685e-11 t=10093
jian zheng 	見證	c=2 d=1.79005e-16 t=10093
jian zheng le 	見證了	c=1 d=2.19577e-18 t=10093
jian zhi 	兼職	c=1 d=1.19267e-14 t=10093
jian zhu she ji 	建築設計	c=1 d=1.16041e-15 t=10093
jiang 	將	c=28 d=4.10304 t=10093
jiang 	蔣	c=4 d=1.47244 t=10093
jiang hu 	江戶	c=0 d=0.0603506 t=10093
jiang hu chuan 	江戶川	c=1 d=0.606531 t=10093
jiang lai 	將來	c=1 d=9.33505e-15 t=10093
jiang lin 	降臨	c=2 d=1.39353 t=10093
jiang shi 	將是	c=1 d=4.26965e-18 t=10093
jiang shu 	講述	c=0 d=0.019205 t=10093
jiang shu le 	講述了	c=1 d=0.193013 t=10093
jiang shui 	江水	c=1 d=3.62958e-19 t=10093
jiang si cong 	蔣思聰	c=5 d=0.286505 t=10093
jiang su 	江蘇	c=1 d=1.00413e-19 t=10093
jiang yu 	將於	c=1 d=8.23395e-09 t=10093
jiang ze min 	江澤民	c=1 d=1.51566e-10 t=10093
jiao 	交	c=2 d=0.489192 t=10093
jiao 	叫	c=1 d=0.0277367 t=10093
jiao 	澆	c=1 d=1.39889e-08 t=10093
jiao chu 	教出	c=0 d=2.00576e-13 t=10093
jiao chu lai 	教出萊	c=1 d=2.01581e-12 t=10093
jiao fa 	教法	c=1 d=2.72199e-16 t=10093
jiao liu 	交流	c=2 d=1.11183e-11 t=10093
jiao peng you 	交朋友	c=2 d=6.47517e-12 t=10093
jiao qing 	交情	c=1 d=3.84276e-14 t=10093
jiao shu 	教書	c=1 d=2.32474e-13 t=10093
jiao ta che 	腳踏車	c=1 d=6.43358e-18 t=10093
jiao tong 	交通	c=0 d=2.96045e-05 t=10093
jiao tong shi yan shi 	交通實驗室	c=1 d=0.000297529 t=10093
jiao yi suo 	交易所	c=1 d=2.91885e-14 t=10093
jiao yu 	教育	c=12 d=2.8983e-12 t=10093
jiao yu wang 	教育網	c=1 d=2.74224e-15 t=10093
jie 	姐	c=1 d=4.09874e-08 t=10093
jie du 	解讀	c=2 d=8.19502e-11 t=10093
jie du wei 	解讀爲	c=1 d=4.79914e-11 t=10093
jie duan 	階段	c=3 d=1.77037e-05 t=10093
jie fang jun 	解放軍	c=1 d=3.52782e-08 t=10093
jie feng 	解封	c=1 d=3.38305e-15 t=10093
jie gou 	解構	c=1 d=1.25663e-11 t=10093
jie gu 	解僱	c=1 d=7.06753e-06 t=10093
jie guan 	接管	c=2 d=3.54551e-08 t=10093
jie guo 	結果	c=6 d=0.000761721 t=10093
jie he 	結合	c=1 d=3.09829e-10 t=10093
jie hun 	結婚	c=2 d=2.42165e-15 t=10093
jie ji ka 	借記卡	c=1 d=4.58562e-05 t=10093
jie jiao 	街角	c=1 d=1.47874e-14 t=10093
jie jie 	姐姐	c=2 d=3.48311e-05 t=10093
jie jin 	接近	c=4 d=0.0418029 t=10093
jie ju 	結局	c=1 d=6.79272e-10 t=10093
jie jue 	解決	c=1 d=6.86098e-10 t=10093
jie kou 	藉口	c=1 d=7.03707e-14 t=10093
jie lian 	接連	c=1 d=4.1851e-18 t=10093
jie luan 	姐亂	c=1 d=2.09195e-07 t=10093
jie lun 	結論	c=2 d=1.86537e-12 t=10093
jie mi 	解密	c=3 d=0.167906 t=10093
jie mu 	節目	c=1 d=0.0209629 t=10093
jie na 	接納	c=1 d=3.74788e-14 t=10093
jie ran bu tong 	截然不同	c=1 d=7.62316e-14 t=10093
jie ru 	介入	c=1 d=8.94282e-10 t=10093
jie shao 	介紹	c=2 d=1.02621e-10 t=10093
jie shou 	接受	c=8 d=0.00203256 t=10093
jie suo 	解鎖	c=1 d=1.53141e-14 t=10093
jie ti 	解體	c=1 d=1.41733e-15 t=10093
jie tou 	街頭	c=1 d=7.46967e-10 t=10093
jie tu 	截圖	c=1 d=2.43886e-18 t=10093
jie wei 	皆爲	c=2 d=7.30081e-05 t=10093
jie xia lai 	接下來	c=1 d=2.16794e-15 t=10093
jie zhe 	接着	c=1 d=1.09757e-07 t=10093
jie zhi 	截至	c=1 d=0.612626 t=10093
jin 	近	c=3 d=0.00551656 t=10093
jin 	進	c=2 d=0.937913 t=10093
jin 	金	c=1 d=6.49583e-11 t=10093
jin bang ti ming 	金榜題名	c=1 d=0.33454 t=10093
jin e 	金額	c=1 d=1.16945e-18 t=10093
jin er 	進而	c=1 d=5.50794e-14 t=10093
jin hou 	今後	c=2 d=8.66963e-15 t=10093
jin ji 	緊急	c=2 d=7.7587e-09 t=10093
jin ji fa 	緊急法	c=2 d=7.30591e-09 t=10093
jin jiang 	晉江	c=3 d=3.6904e-16 t=10093
jin jin 	僅僅	c=12 d=0.0442216 t=10093
jin ke neng 	儘可能	c=1 d=9.88334e-10 t=10093
jin kou 	進口	c=1 d=0.0176857 t=10093
jin kua 	矜誇	c=1 d=6.05583e-12 t=10093
jin liang nian 	近兩年	c=1 d=3.30862e-18 t=10093
jin ling 	禁令	c=2 d=4.32525e-17 t=10093
jin nian 	今年	c=8 d=0.00867859 t=10093
jin nian di 	金年底	c=1 d=6.52637e-10 t=10093
jin nian wei zhi 	今年爲止	c=1 d=0.0507928 t=10093
jin qi 	近期	c=1 d=0.496585 t=10093
jin ran 	浸染	c=1 d=0.000939653 t=10093
jin ri 	今日	c=2 d=2.49024e-19 t=10093
jin rong 	金融	c=2 d=0.0361528 t=10093
jin rong shi chang 	金融市場	c=1 d=3.16303e-18 t=10093
jin ru 	進入	c=4 d=8.55649e-10 t=10093
jin ru ti zhi 	進入體制	c=1 d=2.58211e-13 t=10093
jin shi nian 	近十年	c=1 d=3.98926e-13 t=10093
jin tian 	今天	c=15 d=0.650105 t=10093
jin wan 	今晚	c=3 d=5.07363e-15 t=10093
jin wei 	進位	c=2 d=1.77833 t=10093
jin xie nian lai 	近些年來	c=1 d=3.91972e-12 t=10093
jin xing 	進行	c=7 d=1.26912e-08 t=10093
jin xing le 	進行了	c=1 d=4.06142e-18 t=10093
jin yi bu 	進一步	c=1 d=2.49203e-07 t=10093
jin zhi 	禁止	c=2 d=6.91205e-09 t=10093
jing 	經	c=2 d=0.102284 t=10093
jing cha 	警察	c=11 d=4.03217e-05 t=10093
